2025-07-22 21:56:09.405 [INFO   ] EventBus initialized
2025-07-22 22:10:44.411 [INFO   ] Starting PRAXIS main loop
2025-07-22 22:10:44.484 [INFO   ] ScreenManager.Run: Starting main loop
2025-07-22 22:10:44.490 [INFO   ] Active screen: MainScreen
2025-07-22 22:10:44.492 [INFO   ] Active screen.Active: True
2025-07-22 22:10:45.141 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.215 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.271 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.325 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.379 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.432 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.486 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.541 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.596 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.653 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.708 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.763 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.822 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.878 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.934 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:45.989 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.059 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.115 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.173 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.227 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.289 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.356 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.423 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.477 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.533 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.589 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.645 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.702 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.757 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.814 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.869 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.927 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:46.987 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.041 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.094 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.150 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.205 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.262 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.315 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.369 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.425 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.479 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.532 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.590 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.643 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.737 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.796 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.848 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.905 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:47.961 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.017 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.072 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.125 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.179 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.236 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.290 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.347 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.404 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.459 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.519 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.576 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.639 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.699 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.756 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.821 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.873 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.931 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:48.988 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.044 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.099 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.157 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.210 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.263 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.317 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.373 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.431 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.486 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.546 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.600 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.660 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.716 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.776 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.831 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.889 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.943 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:49.999 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.053 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.109 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.163 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.218 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.274 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.337 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.390 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.444 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.496 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.550 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.606 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.660 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.717 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.774 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.827 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.881 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:50.938 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.000 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.057 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.110 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.164 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.221 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.275 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.332 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.385 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.439 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.494 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.549 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.604 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.660 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.713 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.770 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.828 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.893 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.947 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:51.999 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.060 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.114 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.173 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.228 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.284 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.338 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.397 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.450 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.509 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.562 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.615 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.669 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.731 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.790 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.846 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.901 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:52.955 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.009 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.070 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.124 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.177 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.230 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.288 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.340 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.398 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.455 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.513 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.567 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.622 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.679 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.738 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.797 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.851 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.915 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:53.967 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.023 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.078 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.135 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.187 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
2025-07-22 22:10:54.243 [ERROR  ] Error in input handling - InvalidOperationException: Cannot see if a key has been pressed when either application does not have a console or when console input has been redirected from a file. Try Console.In.Peek.
